transaction_text,category
AIIMS #1602,Healthcare
Apple Store #6199,Electronics
Cable TV Bill #1324,Bills & Utilities
Ola #3357,Transport
ICICI ATM #6483,Cash Withdrawal
Cable TV Bill #5963,Bills & Utilities
Khan Academy #3817,Education
Gas Bill #4336,Bills & Utilities
Lyft #7751,Transport
Big Bazaar #5618,Shopping
Bajaj Allianz #6298,Insurance
Hilton #3301,Travel
Punjab National Bank ATM #8372,Cash Withdrawal
Disney+ #9457,Entertainment
Cable TV Bill #1548,Bills & Utilities
Aldi #8930,Groceries
Amazon Electronics #2883,Electronics
Internet Bill #7107,Bills & Utilities
Broadband Bill #1231,Bills & Utilities
Grubhub #1295,Food Delivery
Water Bill #9416,Bills & Utilities
Lidl #5386,Groceries
SBI ATM #4684,Cash Withdrawal
Gas Bill #9817,Bills & Utilities
Red Cross #9121,Donations
IKEA #3370,Shopping
Dunzo #9803,Food Delivery
Expedia #5643,Travel
Grubhub #3367,Food Delivery
Zee5 #5053,Entertainment
Gulf Petrol #6478,Fuel
Amazon Fresh #9196,Groceries
BP #5225,Fuel
Zara #1025,Shopping
Gulf Petrol #5957,Fuel
Amazon Fresh #1435,Groceries
ICICI Prudential #5302,Insurance
Amazon Electronics #1744,Electronics
BookMyShow #7552,Entertainment
Zara #9453,Shopping
Deliveroo #3190,Food Delivery
Grubhub #5791,Food Delivery
Walmart Electronics #9679,Electronics
Unacademy #2736,Education
Amazon #9343,Shopping
ExxonMobil #7376,Fuel
Tesco #5869,Groceries
Didi #7565,Transport
HP Petrol #4787,Fuel
Caltex #3326,Fuel
Shell Petrol #3490,Fuel
Taxi #3447,Transport
Child Rights and You #1790,Donations
HDFC Insurance #4904,Insurance
Quizlet #5859,Education
Costa Coffee #5290,Coffee & Dining
BPCL #5063,Fuel
Gas Bill #6571,Bills & Utilities
Spotify #1793,Entertainment
Uber #9852,Transport
Apollo Pharmacy #5321,Healthcare
Punjab National Bank ATM #9367,Cash Withdrawal
Vedantu #2861,Education
Zomato #3491,Food Delivery
Punjab National Bank ATM #9557,Cash Withdrawal
Total Petrol #5505,Fuel
Marriott #1745,Travel
Tata AIA #2985,Insurance
edX #6688,Education
Mobile Recharge #5891,Bills & Utilities
Goibibo #6878,Travel
Save the Children #1230,Donations
D-Mart Fresh #8736,Groceries
Axis ATM #4950,Cash Withdrawal
Reliance Fresh #2818,Groceries
HP Petrol #1625,Fuel
HDFC ATM #1676,Cash Withdrawal
BookMyShow #6048,Entertainment
HP Petrol #6011,Fuel
Chegg #6736,Education
SBI ATM #3195,Cash Withdrawal
Cafe Coffee Day #6419,Coffee & Dining
SBI Life #3734,Insurance
Punjab National Bank ATM #6969,Cash Withdrawal
UNICEF #1860,Donations
Bolt #4444,Transport
Toppr #3702,Education
Red Cross #1670,Donations
HDFC Insurance #9252,Insurance
Coursera #9609,Education
Samsung Store #7592,Electronics
Dunzo #7887,Food Delivery
Udemy #6267,Education
Amazon Electronics #6118,Electronics
GiveIndia #1334,Donations
Lyft #8269,Transport
Grubhub #9182,Food Delivery
Best Buy Electronics #1844,Electronics
Max Life #4129,Insurance
Shell Petrol #6505,Fuel
Apple TV+ #9182,Entertainment
Best Buy Electronics #4630,Electronics
Disney+ #3630,Entertainment
D-Mart Fresh #1074,Groceries
Axis ATM #8759,Cash Withdrawal
Indian Oil #7051,Fuel
Walmart Grocery #2897,Groceries
UNICEF #1350,Donations
Postmates #6053,Food Delivery
Tata AIA #7656,Insurance
Amazon #4976,Shopping
Tesco #1287,Groceries
Red Cross #8003,Donations
Chegg #6408,Education
Tata AIA #2409,Insurance
Marriott #6440,Travel
McDonalds #7604,Coffee & Dining
Lidl #6302,Groceries
Grofers #5473,Groceries
Total Petrol #2057,Fuel
Unacademy #3573,Education
ICICI Prudential #1043,Insurance
MakeMyTrip #8172,Travel
SBI Life #2387,Insurance
Postmates #4719,Food Delivery
Carrefour #2297,Groceries
Apple TV+ #8998,Entertainment
DoorDash #3740,Food Delivery
Carrefour #5657,Groceries
Child Rights and You #1013,Donations
Big Bazaar #2314,Shopping
Rapido #9947,Transport
Khan Academy #2762,Education
Burger King #6978,Coffee & Dining
Target #9588,Shopping
Costa Coffee #7344,Coffee & Dining
HDFC ATM #8812,Cash Withdrawal
Quizlet #5421,Education
Amazon Fresh #3559,Groceries
Foodpanda #9826,Food Delivery
UNICEF #4395,Donations
Hulu #6129,Entertainment
Xiaomi Store #5029,Electronics
Apollo Pharmacy #1247,Healthcare
Marriott #5398,Travel
Manipal Hospital #6517,Healthcare
Cable TV Bill #9240,Bills & Utilities
AIIMS #7495,Healthcare
Postmates #3873,Food Delivery
SBI Life #1064,Insurance
edX #7179,Education
Zomato #6501,Food Delivery
Lyft #6799,Transport
Bajaj Allianz #8136,Insurance
DoorDash #5086,Food Delivery
Tata AIA #2347,Insurance
Amazon Prime #4218,Entertainment
Taxi #5518,Transport
Apple Store #6604,Electronics
Tesco #7465,Groceries
SBI ATM #7137,Cash Withdrawal
Max Hospital #4080,Healthcare
SBI Life #9602,Insurance
Bajaj Allianz #6717,Insurance
Starbucks #1249,Coffee & Dining
Lidl #6239,Groceries
HDFC ATM #1506,Cash Withdrawal
Taxi #9048,Transport
Dunzo #9195,Food Delivery
OYO #8536,Travel
Subway #9833,Coffee & Dining
Spotify #5083,Entertainment
Xiaomi Store #6197,Electronics
D-Mart Fresh #6186,Groceries
Chevron #1982,Fuel
Lyft #2890,Transport
Mobile Recharge #7989,Bills & Utilities
Uber #5736,Transport
DoorDash #6562,Food Delivery
Amazon Fresh #3592,Groceries
Toppr #4237,Education
Samsung Store #1954,Electronics
Canara Bank ATM #3863,Cash Withdrawal
Amazon Electronics #9450,Electronics
Apple TV+ #9178,Entertainment
Bolt #5060,Transport
H&M #9779,Shopping
Reliance Trends #9757,Shopping
D-Mart #8495,Shopping
HP Petrol #8541,Fuel
Walmart Grocery #3826,Groceries
UNICEF #5470,Donations
HDFC Insurance #5823,Insurance
LIC #9042,Insurance
ExxonMobil #3332,Fuel
Lidl #4210,Groceries
Aldi #6769,Groceries
Goibibo #8630,Travel
Indian Oil #7093,Fuel
BookMyShow #2334,Entertainment
Max Life #2645,Insurance
HDFC ATM #3332,Cash Withdrawal
Pizza Hut #1509,Coffee & Dining
HDFC Insurance #6863,Insurance
Costa Coffee #9024,Coffee & Dining
Best Buy Electronics #6327,Electronics
HDFC Insurance #4484,Insurance
Byju's #2142,Education
Shell Petrol #1299,Fuel
HDFC Insurance #5020,Insurance
Aditya Birla Sun Life #4724,Insurance
Apollo Pharmacy #8830,Healthcare
Coursera #5306,Education
McDonalds #8371,Coffee & Dining
Walmart Electronics #5168,Electronics
Best Buy #5648,Shopping
McDonalds #7961,Coffee & Dining
OnePlus Store #2520,Electronics
Uber #3623,Transport
Bolt #6411,Transport
BigBasket #3934,Groceries
Spotify #8358,Entertainment
SBI Life #4710,Insurance
edX #1019,Education
Flipkart Electronics #4363,Electronics
Netmeds #6137,Healthcare
Taj Hotels #7911,Travel
Deliveroo #8429,Food Delivery
Cafe Coffee Day #6936,Coffee & Dining
Udemy #9678,Education
Subway #1140,Coffee & Dining
Bajaj Allianz #8497,Insurance
Akshaya Patra #5856,Donations
Punjab National Bank ATM #3700,Cash Withdrawal
ICICI Prudential #3701,Insurance
Taj Hotels #6903,Travel
Water Bill #8354,Bills & Utilities
Gojek #8023,Transport
Apollo Pharmacy #5411,Healthcare
Best Buy Electronics #6779,Electronics
Dunzo #5567,Food Delivery
Bank of Baroda ATM #4206,Cash Withdrawal
Marriott #8160,Travel
GiveIndia #3291,Donations
Carrefour #7179,Groceries
Nike #9214,Shopping
Amazon Fresh #9529,Groceries
OYO #4251,Travel
Deliveroo #4485,Food Delivery
Bank of Baroda ATM #6590,Cash Withdrawal
Amazon Electronics #3220,Electronics
Vedantu #6157,Education
Swiggy #4208,Food Delivery
Flipkart Electronics #5614,Electronics
Udemy #6892,Education
Taj Hotels #8574,Travel
Pizza Hut #6217,Coffee & Dining
Ola #3889,Transport
Deliveroo #3217,Food Delivery
Tata AIA #4091,Insurance
Akshaya Patra #9884,Donations
Kotak ATM #4965,Cash Withdrawal
Medlife #5849,Healthcare
Total Petrol #3368,Fuel
edX #2872,Education
Pizza Hut #4879,Coffee & Dining
Zee5 #1896,Entertainment
Hotstar #1718,Entertainment
Best Buy #8274,Shopping
Caltex #6338,Fuel
Netmeds #9666,Healthcare
Costa Coffee #5587,Coffee & Dining
BookMyShow #2002,Entertainment
Marriott #7689,Travel
Gas Bill #1767,Bills & Utilities
Kotak ATM #8386,Cash Withdrawal
HDFC Insurance #2733,Insurance
Punjab National Bank ATM #7072,Cash Withdrawal
SBI ATM #8089,Cash Withdrawal
Amazon #5362,Shopping
Booking.com #4145,Travel
Zomato #7442,Food Delivery
Red Cross #5161,Donations
Flipkart #9374,Shopping
Cafe Coffee Day #8080,Coffee & Dining
Caltex #8345,Fuel
McDonalds #9229,Coffee & Dining
Narayana Health #9270,Healthcare
SonyLIV #3139,Entertainment
MakeMyTrip #4535,Travel
Swiggy #5689,Food Delivery
Fortis Hospital #9423,Healthcare
Just Eat #7033,Food Delivery
HDFC ATM #4173,Cash Withdrawal
Disney+ #1899,Entertainment
Amazon Electronics #3504,Electronics
Amazon Fresh #9322,Groceries
Bajaj Allianz #7453,Insurance
Pharmeasy #8930,Healthcare
Internet Bill #3933,Bills & Utilities
Manipal Hospital #7613,Healthcare
Hotstar #7556,Entertainment
Tesco #2395,Groceries
Akshaya Patra #2711,Donations
Manipal Hospital #5064,Healthcare
Pharmeasy #6550,Healthcare
Tesco #7982,Groceries
Expedia #5148,Travel
Red Cross #8839,Donations
Akshaya Patra #6442,Donations
Cable TV Bill #9484,Bills & Utilities
BigBasket #1924,Groceries
Gulf Petrol #8523,Fuel
KFC #6881,Coffee & Dining
Pizza Hut #6022,Coffee & Dining
Gulf Petrol #1361,Fuel
Punjab National Bank ATM #1236,Cash Withdrawal
ICICI ATM #2538,Cash Withdrawal
Ola #7475,Transport
Grubhub #6295,Food Delivery
Coursera #1398,Education
Fortis Hospital #8522,Healthcare
Target Electronics #4309,Electronics
Narayana Health #4986,Healthcare
Gojek #6717,Transport
DoorDash #7198,Food Delivery
HP Petrol #8489,Fuel
Broadband Bill #4517,Bills & Utilities
Samsung Store #1644,Electronics
Taj Hotels #5846,Travel
Kotak ATM #1999,Cash Withdrawal
Byju's #6990,Education
HDFC ATM #9100,Cash Withdrawal
Akshaya Patra #5458,Donations
BigBasket #9964,Groceries
ICICI ATM #3253,Cash Withdrawal
Auto Rickshaw #9617,Transport
Coursera #8172,Education
Manipal Hospital #8138,Healthcare
Dominos #6753,Coffee & Dining
D-Mart Fresh #1370,Groceries
Costa Coffee #1236,Coffee & Dining
Reliance Fresh #7796,Groceries
Electricity Bill #4188,Bills & Utilities
YouTube Premium #9530,Entertainment
Deliveroo #5743,Food Delivery
Costa Coffee #9536,Coffee & Dining
Unacademy #6268,Education
Postmates #9408,Food Delivery
HDFC ATM #9633,Cash Withdrawal
BigBasket #5375,Groceries
Bajaj Allianz #6663,Insurance
Medlife #4530,Healthcare
Aldi #6036,Groceries
Taj Hotels #6395,Travel
Chegg #8420,Education
Toppr #9059,Education
Total Petrol #3984,Fuel
YouTube Premium #3681,Entertainment
Aldi #3897,Groceries
Udemy #3269,Education
OnePlus Store #5551,Electronics
Target #8687,Shopping
Barista #3004,Coffee & Dining
Zara #6819,Shopping
Zomato #4431,Food Delivery
Ola #1460,Transport
Target Electronics #9687,Electronics
Apple TV+ #1757,Entertainment
Gojek #1359,Transport
BigBasket #7331,Groceries
Dominos #4141,Coffee & Dining
HDFC Insurance #3471,Insurance
Amazon #1074,Shopping
Big Bazaar #3176,Shopping
Max Hospital #9604,Healthcare
Airbnb #7828,Travel
UNICEF #2124,Donations
HDFC ATM #7924,Cash Withdrawal
Auto Rickshaw #2750,Transport
LIC #5963,Insurance
Broadband Bill #1682,Bills & Utilities
Save the Children #4828,Donations
Xiaomi Store #4836,Electronics
Taj Hotels #8851,Travel
Red Cross #1415,Donations
OnePlus Store #6190,Electronics
MakeMyTrip #1951,Travel
SBI ATM #8936,Cash Withdrawal
Rapido #5414,Transport
Fortis Hospital #7850,Healthcare
HDFC Insurance #4723,Insurance
edX #6527,Education
Medlife #3310,Healthcare
HDFC ATM #5624,Cash Withdrawal
Goibibo #9931,Travel
Tesco #6573,Groceries
IKEA #9506,Shopping
LIC #3044,Insurance
Water Bill #3345,Bills & Utilities
Walmart Grocery #2633,Groceries
Kotak ATM #6522,Cash Withdrawal
Big Bazaar #2269,Shopping
Amazon Electronics #6428,Electronics
SBI ATM #4429,Cash Withdrawal
ICICI Prudential #3576,Insurance
Deliveroo #8117,Food Delivery
Narayana Health #6976,Healthcare
Max Life #7155,Insurance
Adidas #1012,Shopping
Tesco #3547,Groceries
Pizza Hut #3281,Coffee & Dining
Dunzo #9999,Food Delivery
Max Life #2352,Insurance
Vedantu #5858,Education
HDFC Insurance #6687,Insurance
Amazon Electronics #7480,Electronics
Medlife #6629,Healthcare
Starbucks #1392,Coffee & Dining
Punjab National Bank ATM #7719,Cash Withdrawal
Walmart Electronics #2619,Electronics
ICICI Prudential #8526,Insurance
Byju's #1581,Education
Punjab National Bank ATM #8481,Cash Withdrawal
GiveIndia #1224,Donations
Byju's #8375,Education
HDFC ATM #8802,Cash Withdrawal
Taj Hotels #4187,Travel
Taxi #2494,Transport
DoorDash #5221,Food Delivery
Bajaj Allianz #1199,Insurance
Rapido #7778,Transport
Vedantu #8761,Education
Zomato #8792,Food Delivery
AIIMS #1057,Healthcare
Amazon Electronics #8322,Electronics
Save the Children #8040,Donations
Hyatt #7674,Travel
YouTube Premium #3473,Entertainment
HDFC ATM #5054,Cash Withdrawal
Amazon Electronics #5464,Electronics
Zee5 #8028,Entertainment
DoorDash #1543,Food Delivery
Ola #9967,Transport
Goibibo #8989,Travel
Bank of Baroda ATM #4611,Cash Withdrawal
UNICEF #2116,Donations
Internet Bill #9458,Bills & Utilities
Grab #8974,Transport
Amazon Fresh #7782,Groceries
Tesco #9282,Groceries
Starbucks #2697,Coffee & Dining
Walmart Electronics #7323,Electronics
Samsung Store #4592,Electronics
Red Cross #4130,Donations
Burger King #6685,Coffee & Dining
Indian Oil #4651,Fuel
Quizlet #5474,Education
SBI ATM #8008,Cash Withdrawal
Khan Academy #8327,Education
Costa Coffee #4617,Coffee & Dining
Amazon Electronics #1754,Electronics
Canara Bank ATM #4035,Cash Withdrawal
Red Cross #6840,Donations
YouTube Premium #4483,Entertainment
Subway #7046,Coffee & Dining
Red Cross #6691,Donations
Pharmeasy #2654,Healthcare
Total Petrol #1062,Fuel
BP #1810,Fuel
Lyft #9393,Transport
Best Buy Electronics #6797,Electronics
Tata AIA #5037,Insurance
YouTube Premium #1898,Entertainment
Postmates #4901,Food Delivery
Max Life #3714,Insurance
ICICI Prudential #7117,Insurance
SBI Life #9610,Insurance
Medlife #3548,Healthcare
Internet Bill #5300,Bills & Utilities
Best Buy #8641,Shopping
SBI ATM #1288,Cash Withdrawal
HelpAge India #1775,Donations
Electricity Bill #3774,Bills & Utilities
Taxi #9999,Transport
IKEA #9177,Shopping
Airbnb #2985,Travel
HDFC Insurance #1630,Insurance
Axis ATM #4147,Cash Withdrawal
Save the Children #3812,Donations
Taxi #8310,Transport
Internet Bill #4029,Bills & Utilities
Dunzo #3211,Food Delivery
Costa Coffee #4723,Coffee & Dining
Aldi #4188,Groceries
BookMyShow #7256,Entertainment
Booking.com #6823,Travel
Lyft #7222,Transport
Aditya Birla Sun Life #2130,Insurance
Indian Oil #2936,Fuel
SonyLIV #4682,Entertainment
SBI Life #5600,Insurance
Just Eat #5764,Food Delivery
HP Petrol #6594,Fuel
SBI Life #8894,Insurance
AIIMS #8145,Healthcare
Didi #8160,Transport
Aditya Birla Sun Life #5663,Insurance
Bank of Baroda ATM #5260,Cash Withdrawal
Netmeds #2561,Healthcare
DoorDash #9072,Food Delivery
Hotstar #1276,Entertainment
Red Cross #6777,Donations
Taxi #8665,Transport
Max Life #6375,Insurance
ICICI Prudential #6429,Insurance
Best Buy Electronics #5918,Electronics
Amazon Fresh #5028,Groceries
Target Electronics #8501,Electronics
HelpAge India #6821,Donations
Auto Rickshaw #2116,Transport
D-Mart Fresh #3421,Groceries
SBI Life #3513,Insurance
Taxi #2576,Transport
Internet Bill #6738,Bills & Utilities
Just Eat #2687,Food Delivery
BPCL #9615,Fuel
GiveIndia #2189,Donations
Aldi #3653,Groceries
Coursera #6108,Education
Cable TV Bill #5568,Bills & Utilities
Barista #4346,Coffee & Dining
Toppr #7217,Education
Zee5 #6716,Entertainment
Medlife #6091,Healthcare
Big Bazaar #8481,Shopping
Quizlet #3323,Education
HelpAge India #3050,Donations
Apple Store #7503,Electronics
Aditya Birla Sun Life #4818,Insurance
Shell Petrol #6089,Fuel
Hilton #1879,Travel
UNICEF #2987,Donations
Narayana Health #3749,Healthcare
Uber Eats #4850,Food Delivery
Dunzo #5025,Food Delivery
Carrefour #6316,Groceries
DoorDash #8054,Food Delivery
UNICEF #2374,Donations
Medlife #9668,Healthcare
Apollo Pharmacy #3299,Healthcare
HelpAge India #1505,Donations
ICICI ATM #2154,Cash Withdrawal
Airbnb #8307,Travel
DoorDash #4277,Food Delivery
Expedia #7108,Travel
Taj Hotels #8106,Travel
DoorDash #3386,Food Delivery
ICICI Prudential #3216,Insurance
Narayana Health #4150,Healthcare
Grubhub #6262,Food Delivery
Barista #6146,Coffee & Dining
Broadband Bill #1709,Bills & Utilities
Target #9294,Shopping
Hotstar #3174,Entertainment
Spotify #5058,Entertainment
Subway #2014,Coffee & Dining
Landline Bill #5928,Bills & Utilities
ICICI ATM #7268,Cash Withdrawal
OYO #2299,Travel
Udemy #8893,Education
Toppr #8550,Education
Punjab National Bank ATM #5138,Cash Withdrawal
Kotak ATM #2077,Cash Withdrawal
Total Petrol #8554,Fuel
Just Eat #7224,Food Delivery
UNICEF #7858,Donations
Medlife #5167,Healthcare
Udemy #7610,Education
Amazon Electronics #1908,Electronics
Toppr #3628,Education
Subway #7454,Coffee & Dining
Expedia #8866,Travel
OYO #6663,Travel
KFC #2401,Coffee & Dining
Dominos #4193,Coffee & Dining
Total Petrol #7361,Fuel
Zara #7114,Shopping
Apple TV+ #5284,Entertainment
Amazon Fresh #1671,Groceries
Toppr #8198,Education
BPCL #6266,Fuel
McDonalds #8646,Coffee & Dining
Amazon Fresh #2260,Groceries
Foodpanda #8237,Food Delivery
Amazon #4282,Shopping
KFC #5604,Coffee & Dining
Walmart #3916,Shopping
Postmates #8405,Food Delivery
Booking.com #8191,Travel
Narayana Health #8051,Healthcare
Didi #3046,Transport
Taj Hotels #7292,Travel
SonyLIV #1598,Entertainment
Gulf Petrol #2027,Fuel
Hilton #4708,Travel
Save the Children #1543,Donations
D-Mart Fresh #2162,Groceries
Lyft #8865,Transport
Swiggy #8502,Food Delivery
Best Buy Electronics #4364,Electronics
Water Bill #6200,Bills & Utilities
Amazon Fresh #1322,Groceries
HDFC ATM #8423,Cash Withdrawal
D-Mart #9178,Shopping
BP #4595,Fuel
Subway #8387,Coffee & Dining
Zee5 #2326,Entertainment
ExxonMobil #2449,Fuel
McDonalds #5208,Coffee & Dining
Amazon Prime #3927,Entertainment
Bank of Baroda ATM #5139,Cash Withdrawal
Vedantu #9851,Education
Xiaomi Store #3760,Electronics
BPCL #1908,Fuel
Save the Children #9133,Donations
Grubhub #6945,Food Delivery
Coursera #7337,Education
Didi #3856,Transport
Chevron #2531,Fuel
Grofers #1059,Groceries
Hulu #9491,Entertainment
Quizlet #6289,Education
GiveIndia #6226,Donations
Foodpanda #1246,Food Delivery
Hilton #9054,Travel
Amazon #8526,Shopping
McDonalds #6026,Coffee & Dining
Narayana Health #8801,Healthcare
IKEA #1641,Shopping
Uber #2216,Transport
AIIMS #9095,Healthcare
Walmart Grocery #7999,Groceries
HelpAge India #9410,Donations
Samsung Store #7646,Electronics
Didi #6122,Transport
Amazon Electronics #1374,Electronics
HDFC Insurance #2298,Insurance
